,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,29683194233.325382,13.833067452962872,3.7075,3.114471009345264,28207690139.805138,14.042520469717275,33.85840879352841,0.45,33.85367893328673
