,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,30118466656.70758,14.10863064641567,3.707502485634382,3.707502485634382,30118466656.707573,14.10863064641567,33.94137264708094,0.5,33.94137264708094
