,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,30414568993.064873,14.479729902784962,3.7075,3.818693398463189,30706730731.965633,14.442985348205424,34.04754703454519,0.51,34.04740721129937
