,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,29683194233.325382,13.786031778355436,3.7075,3.104781954283316,28184410651.59451,13.998524453794282,33.84594912096026,0.45,33.8410510824844
