,x_fit,Es_fit_ppf,y_utility
0,16133009909.15913,14.905156913301349,16.326536132650833
1,16135718901.52152,14.905133555703937,16.325796767493998
2,16138427893.88391,14.905110121729637,16.32505755993176
3,16141136886.2463,14.905086611378449,16.3243185099041
4,16143845878.60869,14.90506302465037,16.32357961735098
5,16146554870.971079,14.905039361545407,16.322840882212454
6,16149263863.33347,14.905015622063553,16.32210230442856
7,16151972855.69586,14.904991806204812,16.321363883939433
8,16154681848.05825,14.904967913969182,16.32062562068516
9,16157390840.420639,14.904943945356663,16.31988751460594
10,16160099832.78303,14.904919900367258,16.31914956564193
11,16162808825.14542,14.904895779000961,16.318411773733388
12,16165517817.507809,14.90487158125778,16.317674138820546
13,16168226809.8702,14.904847307137707,16.316936660843712
14,16170935802.23259,14.904822956640746,16.316199339743218
15,16173644794.594978,14.904798529766898,16.315462175459402
16,16176353786.957369,14.904774026516161,16.314725167932657
17,16179062779.31976,14.904749446888538,16.313988317103412
18,16181771771.682148,14.904724790884023,16.313251622912134
19,16184480764.044538,14.904700058502623,16.312515085299303
20,16187189756.406929,14.904675249744333,16.31177870420542
21,16189898748.76932,14.904650364609154,16.311042479571057
22,16192607741.131708,14.904625403097087,16.3103064113368
23,16195316733.494099,14.904600365208132,16.309570499443264
24,16198025725.85649,14.904575250942289,16.30883474383109
25,16200734718.218878,14.904550060299558,16.308099144440984
26,16203443710.581268,14.904524793279936,16.307363701213635
27,16206152702.943659,14.90449944988343,16.3066284140898
28,16208861695.306047,14.904474030110032,16.305893283010267
29,16211570687.668438,14.904448533959748,16.30515830791585
30,16214279680.030828,14.904422961432575,16.30442348874737
31,16216988672.393219,14.904397312528513,16.303688825445732
32,16219697664.755608,14.904371587247564,16.30295431795183
33,16222406657.117998,14.904345785589724,16.302219966206618
34,16225115649.480389,14.904319907554997,16.301485770151043
35,16227824641.842777,14.904293953143384,16.300751729726144
36,16230533634.205168,14.90426792235488,16.300017844872947
37,16233242626.567558,14.904241815189488,16.29928411553252
38,16235951618.929947,14.904215631647208,16.298550541645962
39,16238660611.292337,14.904189371728041,16.297817123154424
40,16241369603.654728,14.904163035431983,16.297083859999056
41,16244078596.017117,14.904136622759038,16.29635075212105
42,16246787588.379507,14.904110133709205,16.295617799461663
43,16249496580.741898,14.904083568282484,16.29488500196213
44,16252205573.104288,14.904056926478873,16.294152359563782
45,16254914565.466677,14.904030208298376,16.29341987220791
46,16257623557.829067,14.90400341374099,16.292687539835892
47,16260332550.191458,14.903976542806713,16.291955362389118
48,16263041542.553846,14.90394959549555,16.291223339809
49,16265750534.916237,14.903922571807499,16.290491472037004
50,16268459527.278627,14.90389547174256,16.289759759014622
51,16271168519.641016,14.90386829530073,16.28902820068336
52,16273877512.003407,14.903841042482014,16.288296796984756
53,16276586504.365797,14.90381371328641,16.28756554786042
54,16279295496.728188,14.903786307713917,16.286834453251956
55,16282004489.090576,14.903758825764536,16.28610351310101
56,16284713481.452967,14.903731267438266,16.285372727349262
57,16287422473.815357,14.903703632735107,16.28464209593841
58,16290131466.177746,14.903675921655061,16.283911618810205
59,16292840458.540136,14.903648134198125,16.283181295906413
60,16295549450.902527,14.903620270364303,16.282451127168844
61,16298258443.264915,14.903592330153591,16.28172111253932
