,x_fit,Es_fit_ppf,y_utility
0,17746310900.075047,14.856036277875575,16.27176017634347
1,17749290791.673676,14.856013636265413,16.271023291776103
2,17752270683.272305,14.85599091815872,16.27028656427458
3,17755250574.870934,14.8559681235555,16.269549993779112
4,17758230466.469563,14.85594525245575,16.268813580229867
5,17761210358.06819,14.855922304859474,16.26807732356707
6,17764190249.66682,14.85589928076667,16.267341223730988
7,17767170141.26545,14.855876180177335,16.266605280661935
8,17770150032.86408,14.855853003091473,16.265869494300222
9,17773129924.462708,14.855829749509082,16.265133864586222
10,17776109816.061337,14.855806419430163,16.26439839146032
11,17779089707.659966,14.855783012854715,16.263663074862944
12,17782069599.258595,14.85575952978274,16.26292791473456
13,17785049490.857224,14.855735970214235,16.262192911015653
14,17788029382.455853,14.855712334149201,16.261458063646757
15,17791009274.05448,14.85568862158764,16.260723372568417
16,17793989165.65311,14.85566483252955,16.25998883772123
17,17796969057.25174,14.855640966974931,16.259254459045835
18,17799948948.85037,14.855617024923784,16.258520236482845
19,17802928840.448997,14.85559300637611,16.257786169972988
20,17805908732.047626,14.855568911331906,16.25705225945696
21,17808888623.646255,14.855544739791172,16.25631850487553
22,17811868515.244884,14.855520491753913,16.25558490616948
23,17814848406.843513,14.855496167220124,16.254851463279618
24,17817828298.442142,14.855471766189806,16.254118176146807
25,17820808190.04077,14.85544728866296,16.253385044711905
26,17823788081.6394,14.855422734639586,16.252652068915836
27,17826767973.23803,14.855398104119683,16.25191924869956
28,17829747864.836655,14.855373397103252,16.25118658400406
29,17832727756.435284,14.85534861359029,16.250454074770328
30,17835707648.033913,14.855323753580803,16.24972172093941
31,17838687539.63254,14.855298817074786,16.24898952245239
32,17841667431.23117,14.855273804072242,16.248257479250363
33,17844647322.8298,14.855248714573168,16.247525591274485
34,17847627214.42843,14.855223548577566,16.24679385846591
35,17850607106.027058,14.855198306085436,16.24606228076586
36,17853586997.625687,14.855172987096775,16.245330858115565
37,17856566889.224316,14.855147591611589,16.24459959045629
38,17859546780.822945,14.855122119629874,16.243868477729336
39,17862526672.421574,14.855096571151629,16.243137519876036
40,17865506564.020203,14.855070946176856,16.242406716837756
41,17868486455.61883,14.855045244705554,16.241676068555883
42,17871466347.21746,14.855019466737724,16.240945574971864
43,17874446238.81609,14.854993612273367,16.240215236027154
44,17877426130.41472,14.85496768131248,16.239485051663227
45,17880406022.013348,14.854941673855066,16.238755021821618
46,17883385913.611977,14.854915589901122,16.238025146443885
47,17886365805.210606,14.854889429450651,16.23729542547161
48,17889345696.809235,14.85486319250365,16.23656585884643
49,17892325588.407864,14.854836879060121,16.23583644650998
50,17895305480.006493,14.854810489120064,16.23510718840394
51,17898285371.60512,14.854784022683479,16.23437808447004
52,17901265263.20375,14.854757479750365,16.233649134650012
53,17904245154.80238,14.854730860320721,16.23292033888564
54,17907225046.40101,14.854704164394551,16.232191697118726
55,17910204937.999638,14.854677391971851,16.231463209291125
56,17913184829.598267,14.854650543052623,16.230734875344712
57,17916164721.196896,14.854623617636866,16.230006695221377
58,17919144612.795525,14.854596615724581,16.229278668863067
59,17922124504.394154,14.854569537315768,16.228550796211753
60,17925104395.992783,14.854542382410427,16.22782307720942
61,17928084287.59141,14.854515151008556,16.227095511798098
62,17931064179.19004,14.854487843110158,16.226368099919874
63,17934044070.78867,14.85446045871523,16.22564084151683
64,17937023962.3873,14.854432997823775,16.22491373653108
65,17940003853.985928,14.85440546043579,16.224186784904788
66,17942983745.584557,14.854377846551278,16.223459986580142
67,17945963637.183186,14.854350156170238,16.222733341499364
68,17948943528.781815,14.854322389292669,16.222006849604703
69,17951923420.380444,14.85429454591857,16.221280510838437
70,17954903311.979073,14.854266626047945,16.220554325142892
71,17957883203.5777,14.85423862968079,16.219828292460406
72,17960863095.17633,14.854210556817106,16.21910241273336
73,17963842986.77496,14.854182407456896,16.21837668590416
74,17966822878.37359,14.854154181600155,16.217651111915234
75,17969802769.972218,14.854125879246887,16.21692569070906
76,17972782661.570847,14.85409750039709,16.21620042222814
77,17975762553.169476,14.854069045050764,16.21547530641502
78,17978742444.768105,14.854040513207911,16.214750343212227
79,17981722336.366734,14.854011904868528,16.214025532562392
80,17984702227.965363,14.853983220032617,16.213300874408116
81,17987682119.56399,14.853954458700178,16.21257636869207
82,17990662011.162617,14.85392562087121,16.211852015356943
83,17993641902.761246,14.853896706545715,16.21112781434545
84,17996621794.359875,14.853867715723691,16.210403765600336
85,17999601685.958504,14.853838648405137,16.209679869064388
86,18002581577.557133,14.853809504590057,16.20895612468041
87,18005561469.15576,14.853780284278447,16.20823253239125
88,18008541360.75439,14.853750987470308,16.207509092139794
89,18011521252.35302,14.853721614165641,16.20678580386892
90,18014501143.95165,14.853692164364446,16.206062667521586
91,18017481035.550278,14.853662638066723,16.20533968304077
92,18020460927.148907,14.85363303527247,16.20461685036943
93,18023440818.747536,14.85360335598169,16.203894169450617
94,18026420710.346165,14.85357360019438,16.20317164022738
95,18029400601.944794,14.853543767910544,16.20244926264283
96,18032380493.543423,14.853513859130176,16.201727036640058
97,18035360385.14205,14.853483873853282,16.20100496216224
98,18038340276.74068,14.85345381207986,16.20028303915255
99,18041320168.33931,14.853423673809909,16.19956126755421
100,18044300059.93794,14.85339345904343,16.19883964731043
101,18047279951.536568,14.85336316778042,16.198118178364513
102,18050259843.135197,14.853332800020885,16.197396860659765
103,18053239734.733826,14.85330235576482,16.196675694139508
104,18056219626.332455,14.853271835012226,16.195954678747107
105,18059199517.931084,14.853241237763104,16.195233814425976
106,18062179409.529713,14.853210564017454,16.19451310111952
107,18065159301.12834,14.853179813775274,16.1937925387712
108,18068139192.72697,14.853148987036567,16.19307212732452
109,18071119084.3256,14.85311808380133,16.19235186672297
110,18074098975.92423,14.853087104069568,16.191631756910127
111,18077078867.522858,14.853056047841275,16.190911797829564
112,18080058759.121487,14.853024915116453,16.19019198942487
113,18083038650.720116,14.852993705895104,16.18947233163972
114,18086018542.318745,14.852962420177226,16.188752824417758
115,18088998433.917374,14.85293105796282,16.188033467702688
116,18091978325.516003,14.852899619251884,16.18731426143825
117,18094958217.11463,14.852868104044422,16.186595205568185
118,18097938108.71326,14.85283651234043,16.185876300036313
119,18100918000.31189,14.852804844139909,16.185157544786442
120,18103897891.91052,14.85277309944286,16.184438939762412
121,18106877783.509148,14.852741278249283,16.183720484908125
122,18109857675.107777,14.852709380559178,16.183002180167485
123,18112837566.706406,14.852677406372544,16.18228402548442
124,18115817458.305035,14.852645355689381,16.18156602080294
125,18118797349.903664,14.852613228509691,16.180848166067015
