,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,40272340350.69976,13.852188782853611,3.7075,2.8493546544291557,37444627895.51525,14.167147530813189,34.17443623335215,0.42000000000000004,34.163884094552756
