,xdata,Q,Qm,Wstart,Ctot,P,Ep,Ea
321,321,1.7,1.156258351118991,0.0,0.0,0.16422,3.7376,2.3771388794602735
322,322,1.7,1.1804650873842681,0.0,0.0,4.047540000000001,3.74784,2.4364114821651697
323,323,1.74,1.2355045210635893,0.0,0.0,0.0,3.9731199999999998,1.7303302237264528
324,324,1.48,1.1349586766302155,0.0,0.0,0.0,4.18816,2.6386059345493846
325,325,1.4,1.0514559247938873,0.0,0.0,0.0,4.2496,2.6271456343946475
326,326,1.38,0.9936764279873914,0.0,0.0,0.0,3.74784,2.273799536069111
327,327,1.35,0.9549671206586845,0.0,0.0,2.2701000000000002,3.4611199999999998,2.0709104874604662
328,328,2.6,0.9945791549830199,0.0,0.0,4.35666,3.72736,2.3014037106294003
329,329,2.24,1.1352749547800853,0.0,0.0,4.762379999999999,3.9731199999999998,2.518964109413586
330,330,1.79,1.1590098205243704,0.0,0.0,0.13524,3.91168,2.423120737810062
331,331,1.6,1.022192902581609,0.0,0.0,0.0,3.88096,1.623190146401337
332,332,1.63,0.9150056742302553,0.0,0.0,0.0,4.00384,2.418315241127309
333,333,1.98,0.8625653906578599,0.0,0.0,3.2071199999999997,3.96288,2.381039716118188
334,334,1.41,0.8380974787621673,0.0,0.0,0.0,3.5737600000000005,1.4076667534199445
335,335,1.78,0.7860098235280721,100.0,4.489785478171827e-05,1.8354,3.35872,1.9690458610282255
336,336,1.83,0.8573128713233777,0.0,0.0,7.80528,3.4611199999999998,2.1704656576335952
337,337,1.56,0.9794651382503814,0.0,0.0,0.0,3.6147199999999997,1.4661608691549448
338,338,1.54,0.8565027705081576,0.0,0.0,0.0,3.7376,2.2718430209527414
339,339,1.44,0.7545028991812801,0.0,0.0,0.0,4.00384,2.3936447123622515
340,340,1.16,0.6875490595384834,0.0,0.0,0.0,3.8912,2.2859847142623764
341,341,1.13,0.6403490715550565,0.0,0.0,0.0,3.96288,2.2897529934522645
342,342,1.15,0.6039054505348873,0.0,0.0,0.0,3.9424,2.2404606073269333
343,343,1.13,0.5733025978467658,0.0,0.0,0.0,4.116479999999999,2.301933896674446
344,344,1.11,0.5454515777944471,0.0,0.0,0.0,4.2598400000000005,2.343018279739002
345,345,1.08,0.5196188106177375,0.0,0.0,0.0,3.92192,2.1212673193993608
346,346,0.97,0.49691101221230205,0.0,0.0,0.0,3.1539200000000003,1.6804836405522035
347,347,0.95,0.4761786963881789,0.0,0.0,0.0,3.74784,1.9739464861959963
348,348,0.94,0.45432863270572943,0.0,0.0,0.0,3.91168,2.032130262845531
349,349,0.96,0.43214829314390735,0.0,0.0,0.0,3.9424,2.0194289024411
350,350,0.92,0.41003844791186705,0.0,0.0,0.0,3.9833600000000002,2.012236975362033
351,351,0.93,0.3879886602093523,0.0,0.0,0.0,4.01408,2.0000615800703323
352,352,0.92,0.3658812823362107,0.0,0.0,0.0,4.126720000000001,2.0284972576259404
353,353,0.92,0.34347518053591547,0.0,0.0,0.0,4.2496,2.0605607087383437
354,354,0.91,0.32110485359940083,0.0,0.0,0.0,4.10624,1.9638055595111712
355,355,0.84,0.2993541264087884,0.0,0.0,0.0,4.0448,1.9095449159568516
356,356,0.84,0.27824876181106806,0.0,0.0,0.0,3.87072,1.8047880784093246
357,357,0.83,0.25747147219751715,0.0,0.0,0.0,4.096,1.8878798808812476
358,358,0.76,0.23657631670515467,0.0,0.0,0.0,3.92192,1.7860036797208683
359,359,0.82,0.21628201057491164,0.0,0.0,0.0,3.90144,1.756892593505798
360,360,0.82,0.19613197257230425,0.0,0.0,0.0,3.9936,1.778932608337946
361,361,0.81,0.1757907009460577,0.0,0.0,0.0,4.07552,1.795702520864584
362,362,0.73,0.15547916344750018,0.0,0.0,0.0,4.00384,1.7449600510106813
363,363,0.8,0.13540078653365767,0.0,0.0,0.0,4.07552,1.7577405488029023
364,364,0.79,0.11535398623136756,0.0,0.0,0.0,4.05504,1.7307875986003296
