,x_fit,Es_fit_ppf,y_utility
0,22737607926.200375,14.954084380085044,16.207521365378696
1,22741138135.514343,14.954066809938043,16.20684271152193
2,22744668344.82831,14.95404915752415,16.206164191417997
3,22748198554.142277,14.95403142284336,16.20548580501978
4,22751728763.456245,14.95401360589568,16.204807552280172
5,22755258972.77021,14.953995706681106,16.20412943315212
6,22758789182.08418,14.953977725199637,16.20345144758857
7,22762319391.398148,14.953959661451277,16.20277359554252
8,22765849600.712112,14.953941515436021,16.202095876966947
9,22769379810.02608,14.953923287153874,16.201418291814907
10,22772910019.34005,14.953904976604832,16.20074084003944
11,22776440228.654015,14.953886583788897,16.20006352159361
12,22779970437.967983,14.953868108706068,16.199386336430546
13,22783500647.28195,14.953849551356347,16.198709284503362
14,22787030856.595917,14.953830911739733,16.198032365765187
15,22790561065.909885,14.953812189856222,16.19735558016922
16,22794091275.223854,14.953793385705822,16.196678927668632
17,22797621484.53782,14.953774499288526,16.196002408216657
18,22801151693.851788,14.953755530604337,16.19532602176653
19,22804681903.165756,14.953736479653255,16.194649768271532
20,22808212112.47972,14.953717346435278,16.193973647684935
21,22811742321.79369,14.953698130950409,16.19329765996004
22,22815272531.10766,14.953678833198646,16.192621805050212
23,22818802740.421623,14.95365945317999,16.191946082908803
24,22822332949.73559,14.953639990894441,16.191270493489203
25,22825863159.04956,14.953620446341997,16.19059503674481
26,22829393368.363525,14.953600819522663,16.189919712629052
27,22832923577.677494,14.953581110436431,16.189244521095404
28,22836453786.991463,14.953561319083308,16.188569462097306
29,22839983996.305428,14.953541445463292,16.18789453558831
30,22843514205.619396,14.953521489576381,16.187219741521893
31,22847044414.933365,14.953501451422579,16.18654507985165
32,22850574624.24733,14.953481331001882,16.185870550531114
33,22854104833.5613,14.953461128314292,16.185196153513903
34,22857635042.875267,14.953440843359807,16.184521888753633
35,22861165252.18923,14.95342047613843,16.18384775620393
36,22864695461.5032,14.95340002665016,16.18317375581849
37,22868225670.81717,14.953379494894996,16.182499887550986
38,22871755880.131134,14.953358880872939,16.181826151355132
39,22875286089.445103,14.953338184583988,16.181152547184656
40,22878816298.75907,14.953317406028143,16.18047907499333
41,22882346508.073036,14.953296545205406,16.17980573473493
42,22885876717.387005,14.953275602115774,16.179132526363272
43,22889406926.700974,14.95325457675925,16.178459449832165
44,22892937136.01494,14.953233469135832,16.17778650509549
45,22896467345.328907,14.95321227924552,16.1771136921071
46,22899997554.642876,14.953191007088314,16.176441010820902
47,22903527763.95684,14.953169652664217,16.175768461190817
48,22907057973.27081,14.953148215973226,16.175096043170797
49,22910588182.584778,14.95312669701534,16.174423756714805
50,22914118391.898743,14.953105095790562,16.173751601776825
51,22917648601.21271,14.95308341229889,16.173079578310904
52,22921178810.52668,14.953061646540325,16.172407686271043
53,22924709019.840645,14.953039798514865,16.171735925611312
