,frac_status_quo,frac1_status_quo,yield_status_quo,Es_status_quo,eta_used,eta_scenario,x_star,y_star,U_max,frac1_max,U_sq
0,0.7,0.5,32651513656.65793,13.786031778355438,3.7075,3.104781954283316,31002851716.75397,13.998524453794284,33.941259300764585,0.45,33.93636126228873
